id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20081003X657481,137,NONE,Grumman,G-164A,1.0,1.0,FIXD,4500.0,AIR,N,ANNL,690.0,5821.0,N,,,,AAPL,N,NONE,1200.0,NONE,N,N,2500.0,PLT,M,Yes,N,,,1,REC,Pratt & Whitney,R1340-AN-1,600.0,HP,CARB,,5
20080905X013931,091,NONE,Cessna,150M,2.0,1.0,FIXD,1600.0,AIR,N,ANNL,10.899999618530272,3609.39990234375,Y,,,Y,INST,N,DVT ,700.0,,N,N,30.0,DSTU,F,No,N,,,1,REC,Teledyne Continental,O-200A,100.0,HP,CARB,,6
20080806X011691,091,CVFR,CESSNA,207,6.0,1.0,FIXD,3800.0,AIR,N,AAIP,,21462.0,Y,,Grant Aviation,Y,POSI,N,PABE,1650.0,PAQH,N,N,2500.0,PLT,M,Yes,N,,,1,REC,Continental,IO-520-F,300.0,HP,FINJ,,6
20080812X012201,091,NONE,PIPER,PA-18,2.0,1.0,FIXD,2000.0,AIR,N,100H,16.0,8237.0,Y,UNK,,Y,PUBU,N,PAOM,1720.0,,N,N,523.0,PLT,M,No,N,,,1,REC,Lycoming,O-320-B2B,160.0,HP,CARB,,6
20081003X163401,121,IFR,BOEING,757,190.0,2.0,RETR,232000.0,AIR,N,COAW,,58875.0,Y,,Delta Air Lines,Y,,Y,LAS ,2240.0,JFK ,N,N,11399.5,PLT,,Yes,N,,,1,TF,Pratt & Whitney,PW2037RTC,37000.0,LBS,,,5
20080827X013401,091,NONE,Cessna,182D,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,NONE,,NONE,N,N,440.0,PLT,M,,N,,,1,REC,Continental,O-470,,,,,6
20080821X012741,091,NONE,Cessna,195,5.0,1.0,FIXD,3350.0,AIR,N,ANNL,,3389.0,Y,,,Y,PERS,N,1G5 ,1600.0,IGQ ,N,N,2008.0,PLT,M,No,N,,,1,REC,Jacobs,R755A,300.0,HP,CARB,,6
20080821X012791,091,UNK,Piper,J3C-65,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,3CK ,,3CK ,N,N,698.0,PLT,M,,N,,,1,REC,Continental,A&C65,,,,,6
20080812X012271,091,NONE,Cessna,180G,4.0,1.0,FIXD,2800.0,AIR,N,ANNL,,4600.0,Y,,,Y,PERS,N,PAMR,,,N,N,550.0,PLT,M,No,N,,,1,REC,Continental,O-470,230.0,HP,CARB,,6
20080812X012211,091,NONE,PIPER,PA-18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,39.0,2729.0,Y,UNK,,Y,PERS,N,Z41 ,1915.0,,N,N,803.0,PLT,M,No,N,,,1,REC,Lycoming,O-320-A2B,150.0,HP,CARB,,6
20080818X012571,091,NONE,Piper,PA-28-181,4.0,1.0,FIXD,2549.0,AIR,N,ANNL,31.5,13158.5,Y,,,Y,PERS,N,KBDG,1230.0,,N,N,356.0,PLT,M,No,Y,,,1,REC,Lycoming,O-360-A4M,180.0,HP,CARB,,6
20080826X013221,137,NONE,Robinson,R22 Beta,2.0,1.0,FIXD,1370.0,HELI,N,ANNL,,3530.60009765625,Y,,,,AAPL,N,,1613.0,,N,N,4700.0,PLT,M,Yes,N,,,1,REC,Lycoming,O-320-B2C,160.0,HP,CARB,,6
20080808X011901,091,NONE,Roof,Curtis Hawk P6E,2.0,1.0,FIXD,2050.0,AIR,Y,UNK,,45.0,Y,,,Y,PERS,N,IOW ,2255.0,,N,N,3500.0,PLT,M,No,N,,,1,REC,Chevrolet,383,250.0,HP,CARB,,5
20080808X011931,091,NONE,BOLENBAUGH PHILLIP WILLIAM,RANS S-6ES,2.0,1.0,FIXD,1200.0,AIR,N,COND,28.0,239.0,Y,,,Y,PERS,N,UNU ,1840.0,OSH ,N,N,937.0,PLT,M,No,N,,,1,REC,ROTAX,912UL,80.0,HP,CARB,,6
20080913X014481,091,NONE,Ouzts Rodney,Rutan-LongEZ,2.0,1.0,RETR,1325.0,AIR,Y,COND,,7.0,Y,,,Y,PERS,N,LZU ,,WDR ,N,N,300.0,PLT,M,No,N,,,1,REC,Lycoming,O-235 SERIES,115.0,HP,CARB,,2
20080812X012311,091,NONE,CESSNA,180K,4.0,1.0,FIXD,2800.0,AIR,N,ANNL,43.0,3177.0,Y,C91,,Y,PERS,N,WYS ,1300.0,1U7 ,N,N,616.0,PLT,M,No,Y,,,1,REC,Teledyne Continental,O-470-U,230.0,HP,CARB,,6
20080821X012781,091,NONE,Smith,Stewart S51D,2.0,1.0,RETR,3740.0,AIR,Y,COND,,125.0,Y,UNK,,Y,PERS,N,TSP ,2115.0,OXR ,N,N,2400.0,PLT,M,No,N,,,1,REC,Chevrolet,V-8,495.0,HP,FINJ,,5
20081003X657491,137,NONE,Air Tractor,AT-402,1.0,1.0,FIXD,7860.0,AIR,N,,,,N,,,,AAPL,N,NONE,1600.0,NONE,N,N,12000.0,PLT,M,Yes,N,,,1,TP,Pratt & Whitney Canada,PT6A-15AG,680.0,HP,,,6
20080825X012981,091,NONE,NORTH WING,APACHE CLA,2.0,1.0,FIXD,,WSFT,N,UNK,,,N,,,Y,PERS,N,FA44,1230.0,,N,N,1027.0,PLT,M,No,N,,,1,REC,HIRTH,2706,65.0,HP,CARB,,6
20080914X014571,091,NONE,Boeing,E75,2.0,1.0,FIXD,3200.0,AIR,N,ANNL,,6456.39990234375,Y,,,Y,PERS,Y,3B3 ,1730.0,3B3 ,N,N,1059.5,PLT,M,No,N,,,1,REC,Continental,W670,220.0,HP,CARB,,6
20080908X014071,091,NONE,Cessna,210E,,1.0,RETR,,AIR,N,ANNL,,4535.0,,,,Y,PERS,,KBNO,,S50 ,N,N,706.0,PLT,M,,N,,,1,REC,Continental,IO-520-A14B,,,FINJ,,5
20080814X012411,133,NONE,BELL,206L-1,7.0,1.0,FIXD,4250.0,HELI,N,COAW,,9504.0,Y,,,Y,EXLD,N,,2010.0,,N,N,21000.0,PLT,M,Yes,N,,,1,TS,Rolls-Royce,250-C30P,726.0,HP,,,5
20080812X012191,135,CVFR,PIPER,PA-31-350,8.0,2.0,RETR,7368.0,AIR,N,AAIP,14.0,10047.0,Y,UNK,Frontier Alaska,Y,,N,PANI,1850.0,PAHX,N,N,3941.0,PLT,M,Yes,N,,,1,REC,Lycoming,TIO-54D,350.0,HP,FINJ,,5
20080812X012241,091,IFR,MOSER GEORG,LANCAIR LEGACY FG,2.0,1.0,FIXD,2200.0,AIR,Y,ANNL,,97.0,,,,Y,PERS,,KAFJ,1150.0,,N,N,1700.0,PLT,M,UNK,Y,,,1,REC,Teledyne Continental Motors,IO-500,310.0,HP,FINJ,,6
20080825X013011,091,IFR,BEECH,G35,4.0,1.0,RETR,2775.0,AIR,N,ANNL,30.0,3740.0,Y,UNK,,Y,PERS,N,FOK ,1309.0,BOS ,N,N,1521.0,PLT,M,No,Y,,,1,REC,CONT MOTOR,E225 SERIES,225.0,HP,CARB,,6
20080825X013061,091,NONE,ERCOUPE,415-C,2.0,1.0,FIXD,1260.0,AIR,N,ANNL,,3474.0,Y,UNK,,Y,PERS,N,NONE,1814.0,VNC ,N,N,10000.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,O-200-A,100.0,HP,CARB,,6
20080912X014391,091,NONE,Piper,PA-28-235,4.0,1.0,FIXD,2900.0,AIR,N,ANNL,12.0,3840.0,Y,,,Y,PERS,N,M93 ,1500.0,NONE,N,N,370.0,PLT,M,UNK,N,,,1,REC,Lycoming,O-540-B4B5,235.0,HP,CARB,,6
20080818X012561,091,NONE,Aircraft Mfg & Dev. Co. (AMD),CH601XLi,2.0,1.0,FIXD,1320.0,AIR,N,100H,36.0,131.5,Y,,,Y,INST,Y,TKI ,1530.0,TKI ,N,N,2001.0,DSTU,M,No,N,,,1,REC,Continental,O-200,100.0,HP,CARB,,3
20080814X012461,091,NONE,CESSNA,172RG,4.0,1.0,FIXD,2650.0,AIR,N,ANNL,,6840.0,Y,C91,,Y,PERS,N,TKV ,0.0,,N,N,119.0,PLT,M,No,N,,,1,REC,LYCOMING,O-360-F1A6,180.0,HP,CARB,,5
20080819X012611,091,NONE,Kolb,Mark III,2.0,1.0,FIXD,1000.0,AIR,N,UNK,,1000.0,N,,,Y,PERS,N,KRLD,2100.0,KRLD,N,N,1000.0,DSTU,M,No,N,,,1,REC,Hirth,F30,80.0,HP,CARB,,6
20080826X013251,091,NONE,Howell,FW2C80TR,,1.0,FIXD,,AIR,Y,,,,,,,Y,PERS,,AMG ,,AWG ,N,N,327.0,PLT,M,,N,,,1,REC,Rotax,912 UL,,,,,6
20080908X014111,091,NONE,Eberle,Pitts S1S,,1.0,FIXD,,AIR,Y,,,,,,,Y,PERS,,AVQ ,,SOW ,N,N,273.0,PLT,M,,N,,,1,REC,Textron Lycoming,AEIO-550-B4A,,,,,6
20080913X014461,091,NONE,Costruzioni Aeronautiche,P2002 Sierra,2.0,1.0,FIXD,1320.0,AIR,N,UNK,,51.0,Y,C91A,,Y,INST,N,1N4 ,1359.0,1N4 ,N,N,75.0,DSTU,M,No,N,,,1,REC,Bombardier-Rotax GmbH,912 ULS,100.0,HP,CARB,,6
20080826X013181,091,NONE,SOCATA,MS894A,4.0,1.0,FIXD,2425.0,AIR,N,ANNL,23.0,1599.0,Y,,,Y,PERS,N,FZY ,1900.0,FZY ,N,N,4316.0,PLT,M,No,N,,,1,REC,Franklin,6A-350-C1,220.0,HP,CARB,,5
20080825X013021,091,NONE,CESSNA,182T,4.0,1.0,FIXD,,AIR,N,ANNL,,1492.0,Y,UNK,"Anson Air, LLC",Y,PERS,N,SBS ,1435.0,11R ,N,N,1576.0,PLT,M,No,Y,,,1,REC,LYCOMING,IO-540 SER,230.0,HP,FINJ,,6
20080820X012691,091,IFR,BEECH,58TC,6.0,2.0,FIXD,6200.0,AIR,N,ANNL,,5218.0,Y,UNK,,Y,BUS ,N,MRT ,1425.0,FTY ,N,N,1455.0,PLT,M,Yes,Y,,,1,REC,Continental,TSIO-520-WB,325.0,HP,FINJ,,6
20080827X013441,091,NONE,CESSNA,TR182,4.0,1.0,FIXD,3100.0,AIR,N,ANNL,,3411.0,Y,C91,,Y,PERS,N,,2100.0,35AZ,N,N,4000.0,PLT,M,No,Y,,,1,REC,Lycoming,O-540-L3C5D,235.0,HP,CARB,,6
20081006X711211,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,2962.0,Y,UNK,,Y,PERS,N,CHO ,1755.0,CHO ,N,N,23000.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,,6
20080917X014811,091,NONE,Wheat,Excalibur EX,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,W20 ,,,N,N,3126.0,PLT,M,,N,,,1,REC,Jabiru,2200,,,,,2
20080822X012961,129,IFR,BOEING,777-300,316.0,2.0,RETR,758000.0,AIR,N,AAIP,234.0,1894.5400390625,N,,,Y,,Y,SFO ,902.0,TPE ,N,N,8787.5,PLT,M,Yes,N,,,1,TF,General Electric,GE90-115B,115540.0,LBS,,,1
20080908X014121,091,NONE,Cessna,140A,,1.0,FIXD,,AIR,N,ANNL,,2644.0,Y,,,Y,PERS,,U98 ,,0U1 ,N,N,180.0,PLT,M,,N,,,1,REC,Lycoming,O-290-D2,,,CARB,,6
20080826X013281,091,NONE,Cessna,150L,2.0,1.0,FIXD,1600.0,AIR,N,ANNL,,5331.0,Y,,,Y,PERS,,MHE ,300.0,ATY ,N,N,175.0,PLT,M,No,N,,,1,REC,Continental,O-200,,,CARB,,6
20080826X013291,091,NONE,INDY AIRCRAFT LTD,T-Bird II,,1.0,FIXD,,AIR,N,,,,,,,Y,FLTS,,IIB ,,IIB ,N,N,866.0,PLT,M,,N,,,1,REC,Rotax,582,,,,,6
20080821X012841,091,UNK,Cirrus Design Corp.,SR22,4.0,1.0,RETR,3400.0,AIR,N,ANNL,,161.6999969482422,Y,UNK,,Y,PERS,N,7A4 ,1945.0,RYV ,N,N,235.0,PLT,M,No,N,,,1,REC,Continental,IO-550-N,310.0,HP,FINJ,,6
20080827X013421,091,NONE,Rouse,Glasair III,2.0,1.0,RETR,,AIR,Y,ANNL,,885.0,Y,UNK,,Y,PERS,N,MEV ,,4SD ,N,N,32000.0,PLT,M,No,N,,,1,REC,Lycoming,IO-540-S1A5,300.0,HP,FINJ,,5
20080827X013391,091,NONE,Piper,PA-25-235,1.0,1.0,FIXD,2900.0,AIR,N,ANNL,,6630.0,N,,,Y,GLDT,,LWV ,1715.0,,N,N,1158.0,PLT,M,No,N,,,1,REC,Lycoming,O-540,235.0,HP,CARB,,2
20080922X015101,091,NONE,Evektor Aerotechnik AS,Sportstar,2.0,1.0,FIXD,1231.0,AIR,N,100H,22.0,1516.0,Y,C91A,,Y,INST,N,3SQ ,,,N,N,40.0,DSTU,M,No,N,,,1,REC,Rotax,912 ULS,100.0,HP,CARB,,6
20080825X013031,091,NONE,PIPER,PA-28-180,4.0,1.0,FIXD,2400.0,AIR,N,ANNL,,3555.0,Y,C91A,,Y,PERS,N,D68 ,1728.0,NM80,N,N,1670.0,PLT,M,No,Y,,,1,REC,Lycoming,O-360,180.0,HP,CARB,,6
20080826X013151,091,NONE,Piper Aircraft,PA-32R-301,6.0,1.0,RETR,3600.0,AIR,N,100H,0.0,1036.0,Y,UNK,,Y,PERS,N,M41 ,2300.0,MBO ,N,N,1495.0,PLT,M,UNK,N,,,1,REC,Lycoming,IO-540-K1G5,300.0,HP,FINJ,,2
20080917X014861,091,NONE,Hawker,Sea Fury TMK 20,2.0,1.0,RETR,10500.0,AIR,N,100H,30.0,3247.0,Y,UNK,,Y,FLTS,N,4SD ,2010.0,4SD ,N,N,30092.0,PLT,M,Yes,N,,,1,REC,Wright,3350-26WD,2800.0,HP,CARB,,5
20081007X938371,091,NONE,MURRAY FRANK H,DA5B,1.0,1.0,FIXD,867.0,AIR,Y,ANNL,6.0,53.0,N,UNK,,Y,PERS,N,KODO,1245.0,E01 ,N,N,150.0,PLT,,No,N,,,1,REC,VOLKSWAGEN,CONVERSION,85.0,HP,CARB,,2
20080903X013701,091,NONE,Bellanca,17-30A,,1.0,RETR,,AIR,N,,,,,,,Y,PERS,,BFR ,1435.0,UGN ,N,N,165.0,PLT,M,,N,,,1,REC,Continental,IO-520,,,,,2
20080911X014351,137,NONE,Air Tractor,AT-802A,,1.0,FIXD,,AIR,N,,,,,,,,AAPL,,HON ,615.0,,N,N,9078.0,PLT,M,,N,,,1,TP,Pratt & Whitney Canada,PT6A-65AG,,,,,5
20080904X013751,091,NONE,BEECH,A100,10.0,2.0,RETR,11500.0,AIR,N,AAIP,879.0,9263.0,Y,UNK,,Y,EXEC,N,CNY ,2350.0,CDC ,N,N,1818.0,PLT,M,Yes,Y,,,1,TP,Walter Engine Incorporated,M601E-11A,740.0,HP,,,6
20080826X013301,091,NONE,Killgore,Velocity,4.0,1.0,RETR,2700.0,AIR,Y,COND,5.0,5.0,Y,C91A,,Y,PERS,N,VGT ,1328.0,VGT ,N,N,6250.0,PLT,M,Yes,Y,,,1,REC,Lycoming,IO-360-C1C,200.0,HP,FINJ,,5
20081003X175351,091,NONE,PIPER,PA-11,2.0,1.0,FIXD,1220.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,SHR ,1812.0,SHR ,N,N,1800.0,PLT,M,UNK,N,,,1,REC,Teledyne Continental Motors,C90,100.0,HP,CARB,,6
20081003X175341,091,NONE,CESSNA,177RG,4.0,1.0,RETR,2800.0,AIR,N,ANNL,20.0,3583.0,Y,UNK,,Y,PERS,N,TVL ,2000.0,PAO ,N,N,505.0,PLT,M,No,N,,,1,REC,Lycoming,IO-360,200.0,HP,FINJ,,6
20080826X013201,135,CVFR,CESSNA,207A,6.0,1.0,FIXD,3800.0,AIR,N,COAW,,,Y,,Yute Air,Y,,N,PABE,1400.0,EEK ,N,N,5954.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,IO 520 SERIES,300.0,HP,FINJ,,6
20080826X013202,135,CVFR,CESSNA,207A,6.0,1.0,FIXD,3800.0,AIR,N,,,,Y,,Yute Air,Y,,,PABE,,AQH ,N,N,7500.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,IO 520 SERIES,300.0,HP,FINJ,,6
20080914X014501,091,NONE,Europro CZ,Eurofox,2.0,1.0,FIXD,1235.0,AIR,N,COND,65.0,65.0,,UNK,,Y,PERS,N,44N ,1545.0,44N ,N,N,600.0,PLT,M,No,N,,,1,REC,Rotax,912 ULS,100.0,HP,CARB,,6
20080902X013571,091,NONE,Aero Commander,200D,4.0,1.0,RETR,3000.0,AIR,N,ANNL,,1721.9000244140625,Y,,,Y,PERS,N,4N0 ,1530.0,3TE ,N,N,6000.0,PLT,M,No,N,,,1,REC,Teledyne Continental,IO-520-A,285.0,HP,FINJ,,6
20080914X014521,091,NONE,Cessna,172S,4.0,1.0,FIXD,2558.0,AIR,N,100H,50.0,2563.699951171875,Y,,Flight Training of Mobile,Y,INST,N,BFM ,1630.0,MVC ,N,N,57.0,DSTU,M,No,N,,,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,,6
20080905X013881,137,NONE,Bell,47G-3B-2,,1.0,FIXD,,HELI,N,,,,,,,,AAPL,,,,,N,N,1200.0,PLT,M,,N,,,1,REC,Lycoming,TVO-435,,,,,5
20081003X173301,121,IFR,EMBRAER,EMB-145LR,53.0,2.0,RETR,48722.0,AIR,N,COAW,,24511.0,Y,,American Connection,Y,,Y,JAX ,1950.0,KSTL,N,N,7400.0,PLT,M,Yes,N,,,1,TF,Rolls-Royce,AE 3007 A1,7426.0,LBS,,,6
20080828X013461,091,NONE,Walker,AK Bush Flyer,2.0,1.0,FIXD,,AIR,Y,,,,,,,Y,PERS,,,,,N,N,1482.0,PLT,M,,N,,,1,REC,Lycoming,O-360,,,,,6
20081006X711281,091,NONE,SACREY W MICHAEL,ZENAIR CH,2.0,1.0,FIXD,,AIR,Y,COND,,135.0,,UNK,,Y,PERS,N,VA04,2300.0,VA04,N,N,2021.0,PLT,M,No,N,,,1,REC,Rotax,912ULS,100.0,HP,CARB,,6
20080904X013761,091,NONE,PIPER,PA-31-350,4.0,2.0,RETR,7000.0,AIR,N,ANNL,1.0,6373.0,Y,UNK,,Y,OWRK,N,VGT ,2122.0,PAO ,N,N,3195.0,PLT,M,Yes,Y,,,1,REC,Lycoming,TIO-540-J2BD,350.0,HP,FINJ,,2
20081003X175451,091,VFR,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,4316.0,Y,,Flight School Hawaii,Y,INST,Y,PHNL,1945.0,PHNL,N,N,2200.0,FLTI,F,Yes,N,,,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,,6
20080908X014051,091,CVFR,ROBINSON,R44 II,4.0,1.0,FIXD,2500.0,HELI,N,ANNL,13.0,17.0,Y,C126,,Y,EXEC,Y,SNL ,1920.0,UNO ,N,N,851.0,FLTI,M,Yes,Y,,,1,REC,Lycoming,IO-540-AE1A5,245.0,HP,FINJ,,6
20080914X014581,091,NONE,MOONEY,M20C,4.0,1.0,RETR,2575.0,AIR,N,ANNL,24.0,2514.0,Y,UNK,,Y,PERS,N,3I2 ,,2M2 ,N,N,342.0,PLT,M,No,N,,,1,REC,Lycoming Engines,O-360,180.0,HP,CARB,,7
20081003X421221,091,NONE,Cameron,ZL-60,1.0,,FIXD,1200.0,BALL,N,ANNL,27.0,27.0,N,,,Y,PERS,N,NONE,1200.0,NONE,N,N,680.0,PLT,M,No,N,,,1,,,,,,,,3
20080903X013621,091,NONE,Wasson Loehle,Loehle P-40,1.0,1.0,FIXD,965.0,AIR,Y,COAW,13.0,38.0,N,,,Y,PERS,N,,1912.0,,N,N,698.0,PLT,M,No,N,,,1,REC,ROTAX,582,65.0,HP,CARB,,5
20081007X111141,091,UNK,DEHAVILLAND,DH82A,2.0,1.0,FIXD,1726.0,AIR,N,COND,24.0,24.0,N,,,Y,PERS,N,TN20,,TN98,N,N,2000.0,PLT,M,No,N,,,1,REC,DEHAV ENG,GIPSY MAJOR,140.0,HP,CARB,,4
20080905X013971,PUBU,CVFR,LOCKHEED,P2V-7,3.0,4.0,RETR,80000.0,AIR,N,AAIP,64.0,10217.0,Y,C91,,,FIRF,Y,4SD ,110.0,4SD ,N,N,6166.0,PLT,M,Yes,Y,,,1,TJ,Westinghouse,J34-WE-36,1500.0,LBS,FINJ,,6
20080909X014171,091,NONE,BELL,206L-1,5.0,1.0,FIXD,4150.0,HELI,N,AAIP,,26244.0,Y,UNK,Air Evac Lifeteam,Y,POSI,N,,1715.0,,N,Y,5493.0,PLT,M,Yes,Y,,,1,TS,Rolls-Royce,250-C30P,600.0,HP,,,4
20080909X014181,091,IFR,CONVAIR,CV-580,3.0,2.0,RETR,58156.0,AIR,N,AAIP,,71965.0,Y,,,Y,FLTS,Y,LCK ,1603.0,MFD ,N,N,17686.0,PLT,M,Yes,Y,,,1,TP,Allison,501,4000.0,HP,,,3
20081003X657521,091,NONE,PIPER,PA-22,4.0,1.0,FIXD,,AIR,N,,,,,,Robert Craig,Y,PERS,,5M1 ,,55m ,N,N,1608.0,PLT,M,,N,,,1,REC,Textron Lycoming,O-320,,,,,6
20080909X014221,091,NONE,Cessna,T206H,6.0,1.0,FIXD,3800.0,AIR,N,ANNL,,509.0,Y,,,Y,PERS,N,,,,N,N,1792.0,PLT,M,No,N,,,1,REC,Lycoming,TIO-540-AJ1A,310.0,HP,FINJ,,6
20081003X657531,091,NONE,Robinson,R-22,2.0,1.0,FIXD,,HELI,N,,,,,,Coastal Bend Helicopter Services LLC,Y,AOBV,,,,,N,N,622.0,PLT,M,,N,,,1,REC,Textron Lycoming,o-320-b2c,,,,,6
20080912X014381,121,IFR,BOEING,747-209B,8.0,4.0,RETR,679845.0,AIR,N,COAW,,87617.0,Y,UNK,Kalitta Air,Y,,Y,SKBO,337.0,KMIA,N,N,8073.5,PLT,M,Yes,N,,,1,TF,Pratt & Whitney,JT9D-7Q,51100.0,LBS,,,5
20080903X013631,091,NONE,LANCAIR,Propjet,4.0,1.0,RETR,4000.0,AIR,Y,COAW,4.0,4.0,Y,UNK,,Y,PERS,Y,KCMA,2330.0,,N,N,7898.0,PLT,M,No,N,,,1,TP,Diemech,Walter 601D ,724.0,HP,,,2
20080911X014311,137,NONE,Grumman,G-164A,,1.0,FIXD,,AIR,N,,,,,,,,AAPL,,CFJ ,,CFJ ,N,N,7816.0,PLT,M,,N,,,1,TP,Pratt & Whitney,PT6A,,,,,7
20080914X014561,137,NONE,Gulfstream-Schweizer,G-164B,1.0,1.0,FIXD,4800.0,AIR,N,ANNL,116.0,9145.0,N,,,Y,AAPL,N,NONE,2015.0,NONE,N,N,8324.0,PLT,M,Yes,N,,,1,REC,Pratt & Whitney,1340-AN-1,600.0,HP,CARB,,6
20080910X014251,091,IFR,Fairchild,SW3,2.0,2.0,RETR,14500.0,AIR,N,100H,64.0999984741211,30488.5,Y,,,Y,POSI,N,ELP ,1906.0,CNM ,N,N,12250.0,PLT,M,Yes,N,,,1,TP,Garrett,TPE-331,,,,,3
20081015X230371,137,NONE,ROCKWELL INTERNATIONAL,S-2R,1.0,1.0,FIXD,6900.0,AIR,N,ANNL,432.0,7935.0,N,,Rusty's Flying Service,Y,AAPL,N,4TS8,,4TS8,N,N,2300.0,PLT,M,Yes,N,,,1,TP,Honeywell Garrett,TPE 331-1-151,665.0,HP,,,5
20081003X421331,091,NONE,CESSNA,172K,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,2623.0,Y,UNK,,Y,PERS,N,N30 ,2100.0,76N ,N,N,244.0,PLT,M,No,N,,,1,REC,Lycoming,O-320,160.0,HP,CARB,,6
20080909X014191,PUBU,CVFR,AIR TRACTOR,AT-802A,1.0,1.0,FIXD,16000.0,AIR,N,ANNL,,550.0,Y,,,Y,AAPL,N,CAG ,2029.0,,N,N,3222.0,PLT,M,Yes,N,,,1,TP,Pratt & Whitney,PT6A-67AG,1350.0,HP,,,3
20080916X014731,137,NONE,Air Tractor,AT-400A,,1.0,FIXD,,AIR,N,,,,,,,,AAPL,,LYV ,1450.0,LYV ,N,N,3656.0,PLT,M,,N,,,1,TP,Pratt & Whitney Canada,PT6A-20,,,,,5
20080916X014681,137,NONE,Cessna,A188B,,1.0,FIXD,,AIR,N,,,,,,,,AAPL,,,,,N,N,20832.0,PLT,M,,N,,,1,REC,Continental,R-IO-520,,,,,6
20081007X558391,091,NONE,Robinson,R44 II,4.0,1.0,FIXD,2500.0,HELI,N,100H,,532.0,Y,UNK,,Y,PERS,N,TMB ,1730.0,,N,N,220.0,PLT,M,No,N,,,1,REC,Lycoming,IO-540-AE1A5,205.0,HP,FINJ,,6
20081003X178351,091,NONE,BEECH,G35,4.0,1.0,RETR,,AIR,N,ANNL,,6400.0,Y,,,Y,PERS,N,1A6 ,1930.0,DKX ,N,N,12000.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,E225 SERIES,225.0,HP,,,7
20081003X421291,091,NONE,Tetrault Ronad,Team Mini Max 1500R,1.0,1.0,FIXD,560.0,AIR,N,ANNL,37.0,600.0,N,,,Y,PERS,N,MA18,1930.0,MA18,N,N,600.0,PLT,M,No,N,,,1,REC,Rotax,447,40.0,HP,CARB,,5
20080917X014761,091,NONE,Debus J / Mountain S / Bowes E,DEBUS-CASST-SNOSHOO,1.0,1.0,FIXD,,AIR,Y,COAW,,911.0,N,,,Y,PERS,N,4SD ,1556.0,,N,N,7000.0,PLT,F,Yes,Y,,,1,REC,Continental,O-200-A,100.0,HP,CARB,,3
20081003X710581,091,NONE,CESSNA,A185F,4.0,1.0,FIXD,,AIR,N,,,,Y,UNK,,Y,PUBU,N,,,,N,N,8000.0,PLT,M,Yes,N,,,1,REC,Continental,IO-520,,,,,6
20080911X014271,091,CVFR,Diamond Aircraft Industries,DA-20-C-1,2.0,1.0,FIXD,1764.0,AIR,N,COAW,39.29999923706055,88.69999694824219,Y,,,Y,PUBU,Y,PUB ,1625.0,,N,N,515.5,FLTI,M,Yes,N,,,1,REC,Teledyne Continental,IO-240,125.0,HP,FINJ,,6
20080911X014361,091,NONE,CESSNA,182D,4.0,1.0,FIXD,,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,ALI ,2300.0,BEA ,N,N,3100.0,PLT,M,Yes,N,,,1,REC,CONT MOTOR,O-470 ,230.0,HP,FINJ,,5
20080915X014661,091,NONE,Piper,PA-20/22,4.0,1.0,FIXD,2000.0,AIR,N,100H,,3500.0,Y,,,Y,PERS,N,TKA ,,,N,N,15000.0,PLT,M,Yes,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,6
20080916X014691,137,NONE,Air Tractor,AT-401,,1.0,FIXD,,AIR,N,,,,,,,,AAPL,,IDG ,,,N,N,2658.0,PLT,M,,N,,,1,REC,Pratt & Whitney,R1340AN-1,,,,,5
20080922X015171,091,NONE,MOONEY,M20J,4.0,1.0,RETR,2740.0,AIR,N,ANNL,,2760.0,Y,UNK,,Y,PERS,N,N05 ,2030.0,,N,N,4000.0,PLT,M,Yes,N,,,1,REC,Lycoming,IO-360,180.0,HP,FINJ,,7
